dz2423,BLA1,0
dz2423,CAR1,400
dz2423,CGA1,0
dz2423,CHP1,0
dz2423,CHP2,0
dz2423,CHP3,0
dz2423,DAB1,0
dz2423,DAB2,0
dz2423,DAB3,200
dz2423,DAR1,0
dz2423,EBI1,0
dz2423,ENG1,0
dz2423,GLD1,0
dz2423,GUY1,0
dz2423,IRO1,0
dz2423,JWK1,0
dz2423,KIW1,0
dz2423,LEN1,100
dz2423,LHC1,0
dz2423,MIA1,0
dz2423,MSY1,0
dz2423,MUL1,0
dz2423,P721,0
dz2423,PUB1,0
dz2423,PUB2,0
dz2423,REO1,0
dz2423,REO2,0
dz2423,REO3,0
dz2423,REO4,0
dz2423,REO5,0
dz2423,ROC1,0
dz2423,SAP1,100
dz2423,SOS1,0
dz2423,UBS1,200
dz2423,VAR1,0
dz2423,WWC1,0
hj1000,AMP1,0
hj1000,APP1,500
hj1000,BAM1,200
hj1000,BED1,0
hj1000,BLA1,0
hj1000,CAR1,0
hj1000,CGA1,0
hj1000,CHP1,0
hj1000,CHP2,0
hj1000,CHP3,0
hj1000,DAB1,0
hj1000,DAB2,0
hj1000,DAB3,0
hj1000,DAR1,0
hj1000,EBI1,0
hj1000,ENG1,0
hj1000,GLD1,0
hj1000,GUY1,0
hj1000,IRO1,100
hj1000,JWK1,0
hj1000,KIW1,0
hj1000,LEN1,0
hj1000,LHC1,0
hj1000,MIA1,0
hj1000,MSY1,0
hj1000,MUL1,0
hj1000,P721,0
hj1000,PUB1,0
hj1000,PUB2,0
hj1000,REO1,0
hj1000,REO2,100
hj1000,REO3,0
hj1000,REO4,0
hj1000,REO5,0
hj1000,ROC1,0
hj1000,SAP1,0
hj1000,SOS1,0
hj1000,UBS1,0
hj1000,VAR1,0
hj1000,WWC1,0
sb4314,AMP1,0
sb4314,APP1,0
sb4314,BAM1,15
sb4314,BED1,0
sb4314,BLA1,0
sb4314,CAR1,0
sb4314,CGA1,0
sb4314,CHP1,0
sb4314,CHP2,0
sb4314,CHP3,0
sb4314,DAB1,0
sb4314,DAB2,0
sb4314,DAB3,0
sb4314,DAR1,0
sb4314,EBI1,0
sb4314,ENG1,0
sb4314,GLD1,0
sb4314,GUY1,0
sb4314,IRO1,0
sb4314,JWK1,0
sb4314,KIW1,0
sb4314,LEN1,0
sb4314,LHC1,0
sb4314,MIA1,0
sb4314,MSY1,81
sb4314,MUL1,0
sb4314,P721,304
sb4314,PUB1,0
sb4314,PUB2,0
sb4314,REO1,0
sb4314,REO2,0
sb4314,REO3,0
sb4314,REO4,0
sb4314,REO5,0
sb4314,ROC1,0
sb4314,SAP1,0
sb4314,SOS1,0
sb4314,UBS1,600
sb4314,VAR1,0
sb4314,WWC1,0
ih2350,AMP1,0
ih2350,APP1,0
ih2350,BAM1,0
ih2350,BED1,0
ih2350,BLA1,0
ih2350,CAR1,0
ih2350,CGA1,0
ih2350,CHP1,0
ih2350,CHP2,0
ih2350,CHP3,0
ih2350,DAB1,0
ih2350,DAB2,0
ih2350,DAB3,0
ih2350,DAR1,0
ih2350,EBI1,0
ih2350,ENG1,0
ih2350,GLD1,0
ih2350,GUY1,0
ih2350,IRO1,0
ih2350,JWK1,0
ih2350,KIW1,0
ih2350,LEN1,0
ih2350,LHC1,0
ih2350,MIA1,0
ih2350,MSY1,0
ih2350,MUL1,0
ih2350,P721,0
ih2350,PUB1,0
ih2350,PUB2,0
ih2350,REO1,0
ih2350,REO2,0
ih2350,REO3,0
ih2350,REO4,0
ih2350,REO5,0
ih2350,ROC1,0
ih2350,SAP1,0
ih2350,SOS1,0
ih2350,UBS1,0
ih2350,VAR1,0
ih2350,WWC1,0
kw2874,AMP1,0
kw2874,APP1,0
kw2874,BAM1,0
kw2874,BED1,0
kw2874,BLA1,0
kw2874,CAR1,0
kw2874,CGA1,0
kw2874,CHP1,0
kw2874,CHP2,0
kw2874,CHP3,0
kw2874,DAB1,0
kw2874,DAB2,0
kw2874,DAB3,0
kw2874,DAR1,0
kw2874,EBI1,0
kw2874,ENG1,0
kw2874,GLD1,0
kw2874,GUY1,0
kw2874,IRO1,0
kw2874,JWK1,0
kw2874,KIW1,0
kw2874,LEN1,0
kw2874,LHC1,0
kw2874,MIA1,0
kw2874,MSY1,0
kw2874,MUL1,0
kw2874,P721,0
kw2874,PUB1,0
kw2874,PUB2,0
kw2874,REO1,0
kw2874,REO2,0
kw2874,REO3,0
kw2874,REO4,0
kw2874,REO5,0
kw2874,ROC1,0
kw2874,SAP1,0
kw2874,SOS1,0
kw2874,UBS1,0
kw2874,VAR1,0
kw2874,WWC1,0
bw2649,AMP1,0
bw2649,APP1,0
bw2649,BAM1,0
bw2649,BED1,0
bw2649,BLA1,0
bw2649,CAR1,0
bw2649,CGA1,0
bw2649,CHP1,0
bw2649,CHP2,0
bw2649,CHP3,0
bw2649,DAB1,0
bw2649,DAB2,0
bw2649,DAB3,0
bw2649,DAR1,0
bw2649,EBI1,0
bw2649,ENG1,0
bw2649,GLD1,0
bw2649,GUY1,0
bw2649,IRO1,0
bw2649,JWK1,0
bw2649,KIW1,0
bw2649,LEN1,0
bw2649,LHC1,0
bw2649,MIA1,0
bw2649,MSY1,0
bw2649,MUL1,0
bw2649,P721,0
bw2649,PUB1,0
bw2649,PUB2,0
bw2649,REO1,0
bw2649,REO2,0
bw2649,REO3,0
bw2649,REO4,0
bw2649,REO5,0
bw2649,ROC1,0
bw2649,SAP1,0
bw2649,SOS1,0
bw2649,UBS1,0
bw2649,VAR1,0
bw2649,WWC1,0
